trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,passenger_count,capacity_percentage,trip_status
T01138,2023-01-13,14:00:00,Metro,Route_13,Station_10,Station_49,14:37:45,16:28:45,17,11,Snow,8.5,59,54,9.8,,0,69,0,0,4,Winter,1,55,87,Completed
T01111,2023-01-13,14:00:00,Bus,Route_14,Station_14,Station_15,14:49:45,16:29:45,7,12,Snow,6.2,89,26,16.5,,0,58,0,0,4,Winter,1,6,33,Completed
T01199,2023-01-13,14:00:00,Tram,Route_3,Station_3,Station_18,14:17:45,15:25:45,0,30,Storm,-5.2,62,39,15.7,,0,77,0,0,4,Winter,1,19,76,Cancelled
T01118,2023-01-13,14:30:00,Metro,Route_6,Station_42,Station_15,14:19:15,15:57:15,7,3,Rain,-13.2,89,31,6.7,Parade,2000,63,0,0,4,Winter,1,15,72,Completed
T01130,2023-01-13,14:30:00,Metro,Route_11,Station_5,Station_25,14:18:15,15:55:15,0,23,Rain,-7.6,89,37,2.7,,0,91,0,0,4,Winter,1,12,103,Completed
T01153,2023-01-13,14:45:00,Bus,Route_11,Station_17,Station_43,14:31:30,15:47:30,4,5,Snow,-17.5,59,36,14.1,,0,55,0,0,4,Winter,1,30,108,Completed
T01178,2023-01-13,15:15:00,Bus,Route_8,Station_45,Station_21,15:37:30,17:21:30,7,8,Fog,-10.7,100,15,20.0,,0,61,1,0,4,Winter,1,55,57,Completed
T01104,2023-01-13,15:15:00,Train,Route_10,Station_45,Station_37,15:24:00,17:05:00,9,10,Fog,8.1,53,6,6.9,,0,66,0,0,4,Winter,1,49,72,Completed
T01191,2023-01-13,15:30:00,Metro,Route_15,Station_4,Station_2,15:49:15,17:27:15,4,21,Fog,-2.5,63,44,12.8,Festival,0,92,0,0,4,Winter,1,48,87,Completed
T01125,2023-01-13,15:45:00,Train,Route_5,Station_17,Station_12,15:12:30,16:32:30,12,8,Storm,-4.6,57,31,0.0,,0,0,0,0,4,Winter,1,9,21,Completed
T01142,2023-01-13,16:00:00,Metro,Route_6,Station_24,Station_25,16:28:15,17:49:15,7,6,Rain,-2.3,59,10,18.7,,0,28,0,1,4,Winter,1,10,37,Completed
T01108,2023-01-13,16:00:00,Train,Route_20,Station_27,Station_23,16:22:45,17:58:45,4,30,Clear,-15.4,36,41,0.0,,0,40,0,1,4,Winter,1,30,53,Completed
T01198,2023-01-13,16:15:00,Bus,Route_11,Station_14,Station_8,16:23:15,16:57:15,-2,2,Rain,8.1,58,18,2.5,,0,30,0,1,4,Winter,1,58,102,Completed
T01145,2023-01-13,16:30:00,Tram,Route_20,Station_18,Station_24,16:06:00,17:59:00,4,15,Snow,1.8,82,9,20.0,Parade,500,71,0,1,4,Winter,1,8,52,Completed
T01187,2023-01-13,16:30:00,Train,Route_1,Station_4,Station_35,16:44:00,18:28:00,11,9,Snow,-8.7,69,10,7.8,Protest,0,21,1,1,4,Winter,1,23,26,Completed
T01114,2023-01-13,16:30:00,Bus,Route_17,Station_37,Station_28,16:15:45,17:09:45,9,0,Fog,-11.6,45,43,10.7,,0,8,0,1,4,Winter,0,24,49,Completed
T01123,2023-01-13,17:00:00,Metro,Route_5,Station_24,Station_8,17:57:15,18:30:15,0,5,Clear,-16.8,83,17,10.7,,0,36,1,1,4,Winter,1,37,58,Completed
T01194,2023-01-13,17:00:00,Tram,Route_6,Station_4,Station_5,17:03:15,18:29:15,16,0,Rain,-11.7,43,0,10.5,,0,100,0,1,4,Winter,0,24,94,Completed
T01159,2023-01-13,17:15:00,Bus,Route_3,Station_19,Station_5,17:51:30,18:22:30,6,14,Snow,9.6,57,47,18.5,,0,92,0,1,4,Winter,1,53,66,Completed
T01186,2023-01-13,17:30:00,Tram,Route_6,Station_19,Station_17,17:24:30,18:02:30,5,7,Rain,-16.3,62,5,15.6,,50000,49,0,1,4,Winter,1,16,96,Completed
T01190,2023-01-13,17:45:00,Metro,Route_18,Station_47,Station_3,17:06:00,18:39:00,4,-4,Fog,-18.2,64,10,9.6,,0,14,0,1,4,Winter,0,51,93,Completed
T01133,2023-01-13,18:00:00,Train,Route_9,Station_9,Station_26,18:02:00,19:15:00,16,16,Cloudy,-8.4,62,29,5.2,,0,65,0,1,4,Winter,1,5,73,Completed
T01160,2023-01-13,18:00:00,Tram,Route_3,Station_20,Station_1,18:27:30,20:21:30,10,-3,Storm,-0.4,84,28,20.0,,0,74,0,1,4,Winter,0,30,84,Completed
T01117,2023-01-13,18:15:00,Tram,Route_1,Station_46,Station_35,18:58:00,20:41:00,-1,17,Snow,-1.4,49,8,18.7,,0,63,0,1,4,Winter,1,18,66,Completed
T01105,2023-01-13,18:15:00,Bus,Route_13,Station_1,Station_10,18:57:45,19:45:45,17,15,Snow,8.2,36,22,8.3,,10000,44,0,1,4,Winter,1,42,107,Completed
T01177,2023-01-13,18:30:00,Train,Route_8,Station_18,Station_49,18:42:30,20:02:30,2,15,Storm,-1.1,39,45,0.0,Festival,10000,30,0,1,4,Winter,1,41,83,Completed
T01174,2023-01-13,18:45:00,Bus,Route_18,Station_26,Station_25,18:44:00,20:13:00,0,6,Snow,-26.1,34,32,0.0,Sports,0,2,0,1,4,Winter,1,15,83,Completed
T01115,2023-01-13,18:45:00,Metro,Route_7,Station_47,Station_12,18:25:30,20:01:30,14,1,Rain,-1.7,47,23,13.0,,0,63,1,1,4,Winter,1,40,79,Completed
T01131,2023-01-13,19:00:00,Train,Route_14,Station_21,Station_13,19:12:00,20:45:00,18,21,Snow,-12.6,57,32,5.8,,0,99,0,1,4,Winter,1,17,109,Completed
T01181,2023-01-13,19:00:00,Metro,Route_13,Station_7,Station_45,19:28:45,20:15:45,4,30,Cloudy,14.3,68,29,16.1,,0,81,0,1,4,Winter,1,47,97,Completed
T01195,2023-01-13,19:15:00,Bus,Route_8,Station_39,Station_26,19:30:00,21:24:00,25,14,Storm,6.2,68,37,7.9,,0,53,0,1,4,Winter,1,7,85,Completed
T01148,2023-01-13,19:45:00,Train,Route_7,Station_7,Station_15,19:46:30,21:19:30,11,0,Rain,-0.4,55,16,5.4,,0,35,0,1,4,Winter,0,37,52,Completed
T01101,2023-01-13,19:45:00,Tram,Route_10,Station_28,Station_31,19:13:00,20:10:00,7,1,Storm,4.6,86,0,15.8,Festival,10000,22,0,1,4,Winter,1,10,32,Completed
T01168,2023-01-13,20:00:00,Bus,Route_1,Station_7,Station_19,20:36:45,22:34:45,5,13,Clear,-4.7,20,10,3.4,,50000,73,0,0,4,Winter,1,54,36,Completed
T01183,2023-01-13,20:00:00,Metro,Route_12,Station_9,Station_1,20:23:45,22:05:45,0,5,Fog,0.5,48,24,0.3,Protest,500,53,0,0,4,Winter,1,14,67,Completed
T01102,2023-01-13,20:15:00,Tram,Route_8,Station_5,Station_18,20:25:00,21:33:00,14,13,Cloudy,-4.7,59,49,2.6,,0,66,0,0,4,Winter,1,9,46,Completed
T01128,2023-01-13,20:30:00,Train,Route_15,Station_8,Station_12,20:51:30,22:15:30,17,15,Rain,-14.1,82,40,3.9,,0,59,1,0,4,Winter,1,27,15,Completed
T01149,2023-01-13,20:30:00,Bus,Route_15,Station_7,Station_12,20:32:45,21:41:45,11,2,Cloudy,-9.0,62,11,20.0,,0,21,0,0,4,Winter,1,14,74,Completed
T01185,2023-01-13,20:45:00,Tram,Route_4,Station_6,Station_9,20:50:30,21:32:30,5,13,Storm,5.1,100,8,12.6,,0,26,1,0,4,Winter,1,48,15,Completed
T01156,2023-01-13,20:45:00,Metro,Route_18,Station_44,Station_23,20:56:30,22:16:30,10,9,Fog,-14.3,28,18,12.8,,0,26,0,0,4,Winter,1,6,59,Completed
T01164,2023-01-13,20:45:00,Metro,Route_7,Station_28,Station_7,20:08:45,22:06:45,6,0,Clear,-19.9,43,14,4.3,,0,63,0,0,4,Winter,0,17,31,Completed
T01163,2023-01-13,21:30:00,Metro,Route_5,Station_17,Station_9,21:26:15,22:34:15,12,18,Clear,3.1,70,60,3.9,,0,0,0,0,4,Winter,1,44,97,Completed
T01143,2023-01-13,21:30:00,Tram,Route_8,Station_30,Station_7,21:47:00,22:47:00,-2,26,Storm,-10.0,51,0,20.0,Sports,2000,8,1,0,4,Winter,1,6,34,Completed
T01129,2023-01-13,21:30:00,Bus,Route_8,Station_50,Station_21,21:07:00,22:17:00,15,24,Cloudy,-5.7,56,50,2.8,,0,61,0,0,4,Winter,1,24,88,Completed
T01113,2023-01-13,21:30:00,Bus,Route_14,Station_44,Station_16,21:00:45,21:34:45,11,25,Storm,-5.2,34,43,14.5,,0,0,0,0,4,Winter,1,5,99,Completed
T01144,2023-01-13,21:45:00,Bus,Route_18,Station_8,Station_36,21:05:30,22:30:30,9,22,Rain,-0.8,62,1,5.2,,0,53,0,0,4,Winter,1,41,81,Completed
T01110,2023-01-13,22:00:00,Tram,Route_19,Station_6,Station_42,22:01:45,22:44:45,13,26,Snow,12.9,58,0,5.1,Concert,50000,34,1,0,4,Winter,1,13,60,Completed
T01124,2023-01-13,22:15:00,Bus,Route_18,Station_31,Station_13,22:05:30,00:05:30,1,12,Fog,1.0,39,43,4.9,,0,33,0,0,4,Winter,1,21,97,Completed
T01154,2023-01-13,22:30:00,Train,Route_19,Station_18,Station_44,22:33:00,23:21:00,5,17,Snow,-3.8,82,42,10.1,Festival,500,20,0,0,4,Winter,1,13,57,Completed
T01136,2023-01-13,22:45:00,Metro,Route_17,Station_6,Station_13,22:46:30,00:24:30,6,0,Storm,-13.2,71,39,9.9,,2000,83,0,0,4,Winter,0,15,79,Completed
T01106,2023-01-13,23:00:00,Train,Route_8,Station_41,Station_29,23:40:00,00:14:00,9,20,Rain,-9.4,66,28,4.5,Sports,10000,44,0,0,4,Winter,1,19,108,Completed
T01169,2023-01-13,23:00:00,Metro,Route_2,Station_10,Station_36,23:47:45,00:34:45,14,16,Rain,3.2,60,49,10.0,Festival,500,49,0,0,4,Winter,1,28,74,Completed
T01179,2023-01-13,23:15:00,Metro,Route_19,Station_43,Station_7,23:31:45,00:42:45,9,18,Rain,20.3,43,10,5.5,Festival,500,48,0,0,4,Winter,1,42,69,Completed
T01173,2023-01-13,23:15:00,Metro,Route_2,Station_48,Station_45,23:34:15,01:04:15,3,12,Snow,-14.1,77,23,2.2,,0,61,0,0,4,Winter,1,59,55,Completed
T01184,2023-01-13,23:45:00,Metro,Route_5,Station_37,Station_31,23:32:30,00:47:30,8,7,Fog,-6.9,67,16,1.2,Sports,0,100,0,0,4,Winter,1,39,45,Completed
T01252,2023-01-14,00:15:00,Tram,Route_17,Station_13,Station_29,00:55:00,01:29:00,7,3,Snow,14.4,48,40,16.3,,0,30,0,0,5,Winter,1,34,67,Completed
T01289,2023-01-14,00:15:00,Metro,Route_6,Station_24,Station_22,00:32:00,02:20:00,10,27,Fog,-18.1,71,16,7.0,,500,23,0,0,5,Winter,1,35,85,Completed
T01202,2023-01-14,00:30:00,Train,Route_14,Station_47,Station_48,00:48:00,01:31:00,17,26,Fog,9.4,69,30,15.2,,0,70,0,0,5,Winter,1,53,47,Completed
T01237,2023-01-14,00:30:00,Bus,Route_2,Station_14,Station_27,00:03:30,01:06:30,15,22,Cloudy,2.2,100,28,13.8,,0,29,0,0,5,Winter,1,9,20,Completed
T01223,2023-01-14,00:30:00,Train,Route_7,Station_21,Station_29,00:11:30,00:53:30,6,-4,Rain,6.7,48,15,7.6,,0,56,0,0,5,Winter,0,48,21,Completed
T01297,2023-01-14,00:30:00,Metro,Route_9,Station_23,Station_27,00:01:45,01:12:45,11,11,Clear,-13.4,48,26,0.0,,0,26,0,0,5,Winter,1,54,51,Completed
T01247,2023-01-14,00:45:00,Metro,Route_20,Station_24,Station_31,00:36:00,02:28:00,6,16,Clear,-0.3,77,49,12.4,,0,5,0,0,5,Winter,1,18,48,Completed
T01279,2023-01-14,01:00:00,Metro,Route_3,Station_9,Station_30,01:37:30,02:54:30,9,5,Fog,2.4,97,35,20.0,,0,0,0,0,5,Winter,1,57,80,Completed
T01209,2023-01-14,01:15:00,Train,Route_4,Station_21,Station_3,01:35:15,02:12:15,7,13,Cloudy,14.5,77,55,13.5,Protest,0,26,0,0,5,Winter,1,15,20,Completed
T01227,2023-01-14,01:15:00,Tram,Route_3,Station_2,Station_24,01:13:30,02:56:30,13,5,Snow,-4.6,77,0,20.0,Concert,500,39,0,0,5,Winter,1,13,45,Completed
T01280,2023-01-14,01:30:00,Tram,Route_10,Station_1,Station_11,01:26:45,02:38:45,2,21,Clear,-2.4,90,29,4.8,,0,41,0,0,5,Winter,1,38,61,Completed
T01201,2023-01-14,01:30:00,Tram,Route_11,Station_49,Station_23,01:59:00,03:46:00,14,-1,Clear,2.1,58,41,14.6,Protest,50000,97,0,0,5,Winter,0,16,40,Completed
T01215,2023-01-14,01:45:00,Train,Route_13,Station_18,Station_13,01:53:30,02:54:30,3,1,Clear,-7.2,61,31,8.2,,0,67,0,0,5,Winter,1,39,42,Completed
T01220,2023-01-14,01:45:00,Tram,Route_17,Station_5,Station_9,01:32:45,02:56:45,9,10,Clear,0.2,50,19,6.8,,0,89,0,0,5,Winter,1,39,22,Completed
T01248,2023-01-14,02:00:00,Metro,Route_5,Station_32,Station_38,02:15:00,03:03:00,6,30,Snow,2.2,100,52,11.4,,0,57,0,0,5,Winter,1,5,27,Cancelled
T01286,2023-01-14,02:15:00,Metro,Route_11,Station_50,Station_24,02:00:45,02:50:45,5,0,Clear,-15.5,83,33,9.2,,0,32,0,0,5,Winter,0,44,50,Completed
T01273,2023-01-14,02:45:00,Tram,Route_19,Station_6,Station_12,02:46:00,03:39:00,5,-6,Clear,-2.9,47,16,7.0,,0,100,0,0,5,Winter,0,26,67,Completed
T01269,2023-01-14,02:45:00,Tram,Route_12,Station_29,Station_41,02:45:00,03:55:00,-4,15,Storm,14.2,56,25,11.7,Protest,500,30,0,0,5,Winter,1,33,65,Completed
T01257,2023-01-14,03:00:00,Train,Route_1,Station_11,Station_5,03:22:15,04:36:15,1,10,Cloudy,-4.6,26,52,10.8,,0,59,0,0,5,Winter,1,12,33,Completed
T01262,2023-01-14,03:15:00,Train,Route_7,Station_50,Station_25,03:45:45,05:00:45,1,15,Clear,-20.6,64,5,12.7,Protest,50000,19,1,0,5,Winter,1,15,82,Completed
T01244,2023-01-14,03:45:00,Metro,Route_1,Station_20,Station_21,03:27:00,04:35:00,6,9,Clear,-1.6,72,0,16.0,,0,92,1,0,5,Winter,1,45,40,Completed
T01274,2023-01-14,05:00:00,Metro,Route_10,Station_30,Station_6,05:56:15,07:05:15,24,16,Cloudy,-9.6,39,37,20.0,,0,40,0,0,5,Winter,1,41,64,Completed
T01256,2023-01-14,05:15:00,Train,Route_16,Station_1,Station_20,05:44:15,06:39:15,11,11,Cloudy,-1.9,72,43,17.6,,0,50,0,0,5,Winter,1,18,19,Completed
T01285,2023-01-14,05:45:00,Tram,Route_8,Station_13,Station_12,05:19:30,05:59:30,11,15,Rain,-13.5,75,17,9.4,,0,92,0,0,5,Winter,1,34,69,Completed
T01232,2023-01-14,05:45:00,Bus,Route_8,Station_13,Station_41,05:56:00,07:32:00,18,4,Cloudy,-22.4,85,0,8.8,,10000,100,1,0,5,Winter,1,39,11,Completed
T01290,2023-01-14,06:00:00,Metro,Route_9,Station_28,Station_6,06:21:45,08:14:45,4,30,Rain,3.4,85,37,0.4,,0,60,0,1,5,Winter,1,25,24,Completed
T01275,2023-01-14,06:15:00,Bus,Route_12,Station_25,Station_46,06:18:15,07:23:15,-5,20,Rain,4.9,31,32,12.7,,0,45,0,1,5,Winter,1,41,12,Completed
T01276,2023-01-14,06:30:00,Metro,Route_17,Station_19,Station_17,06:44:45,07:47:45,4,23,Storm,-9.0,33,0,17.5,,0,66,0,1,5,Winter,1,9,52,Completed
T01207,2023-01-14,06:45:00,Tram,Route_4,Station_6,Station_18,06:57:30,07:35:30,12,0,Snow,3.0,52,29,9.4,,0,8,0,1,5,Winter,0,23,40,Completed
T01272,2023-01-14,06:45:00,Metro,Route_15,Station_20,Station_18,06:35:30,07:20:30,22,-10,Clear,-6.8,98,31,14.4,,0,50,0,1,5,Winter,0,18,79,Completed
T01283,2023-01-14,07:00:00,Train,Route_14,Station_50,Station_18,07:36:45,09:21:45,4,1,Storm,-26.5,62,20,1.5,,0,84,0,1,5,Winter,1,30,76,Completed
T01204,2023-01-14,07:15:00,Tram,Route_18,Station_44,Station_18,07:05:15,08:44:15,0,9,Clear,-4.7,86,36,11.8,,0,13,0,1,5,Winter,1,8,65,Completed
T01221,2023-01-14,07:30:00,Tram,Route_13,Station_22,Station_38,07:38:00,08:13:00,-10,17,Storm,-4.7,29,34,12.8,Protest,10000,66,0,1,5,Winter,1,29,72,Completed
T01206,2023-01-14,08:15:00,Train,Route_20,Station_2,Station_29,08:00:45,08:34:45,16,0,Clear,-14.3,20,16,14.5,,0,35,0,1,5,Winter,0,49,84,Completed
T01299,2023-01-14,08:30:00,Train,Route_1,Station_16,Station_47,08:52:45,09:27:45,6,18,Storm,-7.3,59,36,6.4,,0,93,1,1,5,Winter,1,46,24,Completed
T01208,2023-01-14,08:30:00,Train,Route_8,Station_15,Station_41,08:11:15,10:00:15,2,22,Cloudy,-1.0,84,35,10.8,,0,0,0,1,5,Winter,1,29,101,Completed
T01225,2023-01-14,08:30:00,Tram,Route_10,Station_19,Station_11,08:07:30,09:12:30,15,14,Snow,-9.8,58,26,13.6,,0,90,0,1,5,Winter,1,22,19,Completed
T01228,2023-01-14,09:00:00,Tram,Route_20,Station_28,Station_32,09:16:00,10:03:00,-3,15,Clear,-4.7,61,46,14.4,,2000,57,0,1,5,Winter,1,44,47,Completed
T01235,2023-01-14,09:00:00,Metro,Route_19,Station_49,Station_19,09:26:45,10:37:45,3,5,Rain,1.9,54,15,6.1,,0,69,0,1,5,Winter,1,12,56,Completed
T01278,2023-01-14,09:15:00,Bus,Route_2,Station_36,Station_48,09:50:30,10:31:30,7,19,Fog,-5.4,79,52,16.3,Protest,500,62,0,1,5,Winter,1,43,66,Completed
T01284,2023-01-14,09:15:00,Metro,Route_8,Station_43,Station_22,09:50:00,10:31:00,13,13,Clear,8.6,76,15,3.8,Sports,2000,73,0,1,5,Winter,1,44,59,Completed
T01241,2023-01-14,09:15:00,Bus,Route_13,Station_27,Station_14,09:35:15,10:06:15,4,26,Storm,14.7,62,50,3.7,Concert,0,81,0,1,5,Winter,1,18,80,Completed
T01266,2023-01-14,09:30:00,Tram,Route_10,Station_17,Station_33,09:58:00,11:45:00,2,5,Clear,2.6,51,7,6.4,,0,46,0,1,5,Winter,1,36,24,Completed
T01226,2023-01-14,09:30:00,Tram,Route_6,Station_43,Station_18,09:09:00,10:05:00,11,24,Fog,-14.6,55,17,11.8,Sports,0,36,0,1,5,Winter,1,55,27,Completed
T01258,2023-01-14,09:45:00,Bus,Route_10,Station_40,Station_50,09:25:30,11:06:30,17,8,Fog,0.7,61,26,5.4,,0,99,0,1,5,Winter,1,42,91,Completed
T01230,2023-01-14,10:00:00,Train,Route_19,Station_46,Station_34,10:20:15,12:01:15,4,-1,Cloudy,-3.4,69,54,2.4,Festival,0,83,0,0,5,Winter,0,37,97,Completed
T01260,2023-01-14,10:30:00,Train,Route_5,Station_11,Station_1,10:50:15,11:47:15,11,30,Storm,-22.6,79,14,9.8,Concert,500,40,0,0,5,Winter,1,27,11,Completed
T01212,2023-01-14,10:45:00,Bus,Route_3,Station_19,Station_40,10:01:15,11:18:15,21,19,Storm,-6.6,70,50,5.3,,0,27,0,0,5,Winter,1,19,93,Completed
T01251,2023-01-14,10:45:00,Train,Route_2,Station_36,Station_48,10:46:00,11:29:00,3,15,Snow,-10.0,87,51,15.1,,0,57,0,0,5,Winter,1,37,107,Completed
T01210,2023-01-14,11:00:00,Metro,Route_10,Station_7,Station_5,11:32:45,12:16:45,9,16,Fog,-14.4,55,26,19.5,,0,0,0,0,5,Winter,1,29,52,Completed
T01298,2023-01-14,11:00:00,Train,Route_6,Station_12,Station_6,11:34:00,12:20:00,3,18,Cloudy,-13.1,59,55,15.9,,0,75,0,0,5,Winter,1,21,35,Completed
T01240,2023-01-14,11:00:00,Tram,Route_2,Station_14,Station_24,11:34:15,12:24:15,7,26,Fog,-12.0,42,28,9.5,,0,71,0,0,5,Winter,1,37,80,Cancelled
T01216,2023-01-14,11:15:00,Train,Route_13,Station_48,Station_8,11:44:15,13:10:15,6,-3,Cloudy,-6.5,20,35,4.1,Parade,2000,52,1,0,5,Winter,0,51,47,Completed
T01281,2023-01-14,11:30:00,Metro,Route_20,Station_35,Station_12,11:48:00,13:14:00,0,3,Fog,4.7,81,35,0.0,,0,36,0,0,5,Winter,1,59,103,Completed
T01277,2023-01-14,11:45:00,Metro,Route_12,Station_38,Station_25,11:09:15,13:08:15,9,10,Snow,-10.3,41,22,0.0,,0,25,0,0,5,Winter,1,6,51,Completed
T01287,2023-01-14,12:15:00,Train,Route_7,Station_30,Station_46,12:15:00,13:34:00,12,6,Rain,-1.9,48,14,6.2,,0,36,0,0,5,Winter,1,18,14,Completed
T01288,2023-01-14,12:30:00,Bus,Route_14,Station_39,Station_26,12:34:00,13:48:00,8,16,Snow,-41.9,47,23,18.9,,0,14,0,0,5,Winter,1,57,20,Completed
T01291,2023-01-14,12:45:00,Tram,Route_18,Station_27,Station_12,12:10:45,14:07:45,15,6,Fog,4.7,77,60,7.5,Parade,0,14,0,0,5,Winter,1,44,74,Completed
T01250,2023-01-14,13:00:00,Bus,Route_5,Station_49,Station_36,13:50:45,15:29:45,3,9,Snow,-15.2,47,8,4.6,,0,91,0,0,5,Winter,1,44,43,Completed
T01218,2023-01-14,13:15:00,Bus,Route_9,Station_22,Station_21,13:07:00,14:29:00,13,10,Snow,-13.4,53,28,18.0,,0,0,0,0,5,Winter,1,55,10,Completed
T01282,2023-01-14,13:45:00,Train,Route_6,Station_17,Station_47,13:23:30,14:54:30,1,24,Cloudy,-10.8,41,30,6.2,,0,93,1,0,5,Winter,1,43,92,Completed
T01236,2023-01-14,14:30:00,Tram,Route_10,Station_45,Station_26,14:45:15,16:16:15,5,12,Snow,-4.8,24,5,12.0,,0,25,0,0,5,Winter,1,55,11,Completed
T01238,2023-01-14,14:45:00,Train,Route_18,Station_4,Station_18,14:31:15,15:44:15,24,30,Cloudy,-4.9,71,52,9.1,Protest,10000,27,0,0,5,Winter,1,10,94,Completed
T01261,2023-01-14,15:00:00,Bus,Route_16,Station_4,Station_9,15:32:45,16:56:45,6,13,Cloudy,-16.3,84,0,13.2,,0,37,0,0,5,Winter,1,10,29,Completed
T01242,2023-01-14,15:00:00,Metro,Route_9,Station_20,Station_2,15:14:15,15:48:15,15,21,Clear,-5.2,20,18,6.2,Parade,10000,17,0,0,5,Winter,1,7,70,Completed
T01268,2023-01-14,15:00:00,Tram,Route_10,Station_2,Station_40,15:57:15,17:57:15,13,22,Cloudy,-8.1,38,50,9.4,,0,100,0,0,5,Winter,1,11,96,Completed
T01219,2023-01-14,15:15:00,Metro,Route_20,Station_1,Station_11,15:07:45,16:10:45,9,19,Fog,-3.1,89,28,8.9,Parade,0,66,0,0,5,Winter,1,55,30,Completed
T01255,2023-01-14,15:45:00,Metro,Route_13,Station_48,Station_47,15:54:15,16:45:15,12,17,Fog,4.3,71,24,5.2,Parade,0,40,0,0,5,Winter,1,12,97,Completed
T01296,2023-01-14,15:45:00,Bus,Route_12,Station_39,Station_44,15:23:30,16:47:30,13,4,Clear,-9.8,63,28,14.4,,0,0,0,0,5,Winter,1,46,77,Completed
T01267,2023-01-14,15:45:00,Tram,Route_18,Station_18,Station_41,15:03:00,16:33:00,1,3,Fog,16.1,46,24,7.8,,0,34,0,0,5,Winter,1,56,21,Completed
T01234,2023-01-14,16:15:00,Bus,Route_6,Station_19,Station_43,16:31:45,18:21:45,19,16,Snow,2.3,50,51,8.4,,0,56,0,1,5,Winter,1,19,31,Completed
T01253,2023-01-14,16:45:00,Metro,Route_11,Station_27,Station_26,16:00:30,16:45:30,15,20,Snow,12.3,54,8,7.0,Festival,2000,54,0,1,5,Winter,1,51,29,Completed
T01217,2023-01-14,17:00:00,Bus,Route_3,Station_39,Station_15,17:28:45,18:27:45,17,5,Fog,5.6,54,58,7.8,Sports,50000,22,0,1,5,Winter,1,33,91,Completed
T01233,2023-01-14,17:15:00,Metro,Route_12,Station_27,Station_45,17:16:45,19:06:45,9,3,Fog,-5.6,62,32,13.9,,0,15,0,1,5,Winter,1,37,10,Completed
T01246,2023-01-14,17:15:00,Train,Route_15,Station_32,Station_47,17:25:30,19:04:30,18,5,Cloudy,7.4,70,0,13.7,,0,44,0,1,5,Winter,1,56,39,Completed
T01213,2023-01-14,18:00:00,Tram,Route_1,Station_14,Station_21,18:32:30,19:29:30,7,-4,Snow,-3.6,25,30,15.1,,500,33,0,1,5,Winter,0,34,106,Completed
T01239,2023-01-14,18:15:00,Metro,Route_19,Station_40,Station_22,18:08:00,18:40:00,14,14,Snow,-3.2,46,1,11.4,,0,75,0,1,5,Winter,1,43,33,Completed
T01259,2023-01-14,18:15:00,Tram,Route_5,Station_18,Station_12,18:16:00,19:02:00,6,20,Fog,-23.8,87,47,10.5,,0,40,0,1,5,Winter,1,31,23,Cancelled
T01211,2023-01-14,18:30:00,Train,Route_16,Station_42,Station_28,18:56:30,19:44:30,16,5,Storm,-18.7,87,41,17.4,,0,72,0,1,5,Winter,1,40,45,Completed
T01224,2023-01-14,18:45:00,Bus,Route_13,Station_25,Station_21,18:48:15,19:36:15,8,18,Storm,-18.4,48,27,20.0,Festival,500,44,0,1,5,Winter,1,33,78,Completed
T01300,2023-01-14,19:00:00,Train,Route_2,Station_47,Station_6,19:21:30,20:45:30,8,19,Snow,9.6,84,6,12.6,,0,74,0,1,5,Winter,1,42,84,Completed
T01265,2023-01-14,19:15:00,Train,Route_10,Station_12,Station_48,19:00:15,20:26:15,16,11,Clear,-9.6,73,11,16.0,,0,15,1,1,5,Winter,1,37,33,Completed
T01263,2023-01-14,19:15:00,Metro,Route_18,Station_46,Station_10,19:53:45,21:34:45,6,16,Snow,-12.7,62,4,13.7,,0,100,0,1,5,Winter,1,41,69,Completed
T01205,2023-01-14,19:30:00,Bus,Route_18,Station_43,Station_17,19:50:00,20:35:00,2,16,Clear,-18.6,52,37,4.1,,0,97,0,1,5,Winter,1,31,104,Completed
T01254,2023-01-14,19:30:00,Metro,Route_8,Station_19,Station_34,19:43:15,21:31:15,9,10,Cloudy,-24.1,73,60,12.7,,0,66,0,1,5,Winter,1,59,64,Completed
T01231,2023-01-14,20:00:00,Metro,Route_8,Station_38,Station_25,20:55:15,22:51:15,23,10,Rain,-17.9,55,29,13.3,,0,29,0,0,5,Winter,1,37,86,Completed
T01214,2023-01-14,20:00:00,Tram,Route_6,Station_37,Station_33,20:36:45,22:14:45,19,0,Cloudy,6.9,77,1,20.0,,0,45,0,0,5,Winter,0,8,89,Completed
T01245,2023-01-14,20:45:00,Train,Route_9,Station_28,Station_6,20:14:45,21:55:45,2,5,Clear,-9.5,48,33,0.0,,0,13,0,0,5,Winter,1,26,33,Completed
T01222,2023-01-14,20:45:00,Train,Route_9,Station_49,Station_31,20:44:15,21:37:15,-7,26,Cloudy,-12.4,77,41,4.8,Concert,0,68,0,0,5,Winter,1,6,86,Completed
T01264,2023-01-14,21:00:00,Train,Route_10,Station_12,Station_2,21:55:30,23:24:30,26,14,Cloudy,2.9,27,54,14.6,,0,33,0,0,5,Winter,1,14,33,Completed
