trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,passenger_count,capacity_percentage,trip_status,delayed,peak_hour,weekday,datetime,hour,day_name,on_time,delayed_5min,trip_duration_min
T00581,2023-01-07,18:30:00,Bus,Route_14,Station_11,Station_1,18:20:15,19:18:15,1,6,23,87,Completed,1,1,5,2023-01-07 18:30:00,18,Saturday,0,1,58.0
T00585,2023-01-07,18:30:00,Metro,Route_20,Station_33,Station_6,18:25:30,19:59:30,13,19,36,91,Completed,1,1,5,2023-01-07 18:30:00,18,Saturday,0,1,94.0
T00577,2023-01-07,18:45:00,Tram,Route_9,Station_14,Station_48,18:47:30,19:44:30,10,16,5,101,Completed,1,1,5,2023-01-07 18:45:00,18,Saturday,0,1,57.0
T00584,2023-01-07,18:45:00,Metro,Route_12,Station_36,Station_17,18:34:45,20:27:45,7,11,9,33,Completed,1,1,5,2023-01-07 18:45:00,18,Saturday,0,1,113.0
T00513,2023-01-07,18:45:00,Tram,Route_17,Station_18,Station_26,18:09:45,18:43:45,-4,27,49,17,Completed,1,1,5,2023-01-07 18:45:00,18,Saturday,0,1,34.0
T00597,2023-01-07,19:00:00,Train,Route_2,Station_27,Station_24,19:55:00,21:54:00,8,0,8,62,Completed,0,1,5,2023-01-07 19:00:00,19,Saturday,1,0,119.0
T00547,2023-01-07,19:00:00,Train,Route_6,Station_31,Station_23,19:42:45,20:31:45,7,13,20,81,Completed,1,1,5,2023-01-07 19:00:00,19,Saturday,0,1,49.0
T00566,2023-01-07,19:00:00,Bus,Route_3,Station_37,Station_36,19:22:00,21:22:00,12,-9,28,13,Completed,0,1,5,2023-01-07 19:00:00,19,Saturday,1,0,120.0
T00569,2023-01-07,19:15:00,Tram,Route_13,Station_25,Station_8,19:24:30,21:03:30,18,23,20,100,Completed,1,1,5,2023-01-07 19:15:00,19,Saturday,0,1,99.0
T00586,2023-01-07,19:15:00,Metro,Route_20,Station_11,Station_12,19:36:15,21:07:15,18,23,59,109,Completed,1,1,5,2023-01-07 19:15:00,19,Saturday,0,1,91.0
T00571,2023-01-07,20:00:00,Metro,Route_5,Station_44,Station_28,20:53:00,21:49:00,16,9,6,14,Completed,1,0,5,2023-01-07 20:00:00,20,Saturday,0,1,56.0
T00600,2023-01-07,20:15:00,Bus,Route_14,Station_24,Station_7,20:09:45,22:02:45,3,13,53,106,Completed,1,0,5,2023-01-07 20:15:00,20,Saturday,0,1,113.0
T00530,2023-01-07,20:15:00,Bus,Route_12,Station_1,Station_29,20:17:15,21:08:15,10,30,32,58,Completed,1,0,5,2023-01-07 20:15:00,20,Saturday,0,1,51.0
T00549,2023-01-07,20:45:00,Train,Route_6,Station_6,Station_30,20:28:45,21:09:45,8,21,36,107,Completed,1,0,5,2023-01-07 20:45:00,20,Saturday,0,1,41.0
T00589,2023-01-07,20:45:00,Bus,Route_4,Station_42,Station_5,20:33:30,21:51:30,13,22,31,39,Completed,1,0,5,2023-01-07 20:45:00,20,Saturday,0,1,78.0
T00540,2023-01-07,21:00:00,Tram,Route_4,Station_43,Station_32,21:09:00,22:44:00,12,24,24,81,Completed,1,0,5,2023-01-07 21:00:00,21,Saturday,0,1,95.0
T00579,2023-01-07,21:00:00,Bus,Route_19,Station_13,Station_47,21:37:45,22:49:45,6,1,28,72,Completed,1,0,5,2023-01-07 21:00:00,21,Saturday,0,0,72.0
T00526,2023-01-07,21:15:00,Bus,Route_19,Station_31,Station_9,21:47:30,23:28:30,2,20,16,56,Completed,1,0,5,2023-01-07 21:15:00,21,Saturday,0,1,101.0
T00559,2023-01-07,21:15:00,Metro,Route_2,Station_35,Station_45,21:40:30,23:40:30,27,25,54,35,Completed,1,0,5,2023-01-07 21:15:00,21,Saturday,0,1,120.0
T00534,2023-01-07,21:15:00,Bus,Route_3,Station_23,Station_49,21:12:15,22:33:15,8,0,39,66,Completed,0,0,5,2023-01-07 21:15:00,21,Saturday,1,0,81.0
T00563,2023-01-07,21:30:00,Tram,Route_15,Station_48,Station_17,21:12:45,22:10:45,6,11,37,46,Completed,1,0,5,2023-01-07 21:30:00,21,Saturday,0,1,58.0
T00560,2023-01-07,21:45:00,Bus,Route_14,Station_1,Station_34,21:06:00,22:24:00,7,12,37,107,Completed,1,0,5,2023-01-07 21:45:00,21,Saturday,0,1,78.0
T00557,2023-01-07,22:15:00,Bus,Route_7,Station_22,Station_19,22:28:15,23:15:15,6,27,55,16,Completed,1,0,5,2023-01-07 22:15:00,22,Saturday,0,1,47.0
T00594,2023-01-07,23:30:00,Tram,Route_5,Station_29,Station_39,23:30:45,00:21:45,18,9,47,49,Completed,1,0,5,2023-01-07 23:30:00,23,Saturday,0,1,51.0
T00628,2023-01-08,00:00:00,Bus,Route_13,Station_31,Station_30,00:55:30,02:35:30,24,27,41,101,Completed,1,0,6,2023-01-08 00:00:00,0,Sunday,0,1,100.0
T00635,2023-01-08,00:15:00,Tram,Route_9,Station_18,Station_9,00:45:45,01:16:45,3,12,16,48,Completed,1,0,6,2023-01-08 00:15:00,0,Sunday,0,1,31.0
T00646,2023-01-08,00:30:00,Metro,Route_13,Station_47,Station_5,00:42:45,01:36:45,10,12,7,71,Completed,1,0,6,2023-01-08 00:30:00,0,Sunday,0,1,54.0
T00680,2023-01-08,00:30:00,Train,Route_6,Station_48,Station_43,00:12:15,00:50:15,9,8,5,101,Completed,1,0,6,2023-01-08 00:30:00,0,Sunday,0,1,38.0
T00610,2023-01-08,00:45:00,Tram,Route_18,Station_5,Station_25,00:40:15,02:36:15,13,17,37,87,Completed,1,0,6,2023-01-08 00:45:00,0,Sunday,0,1,116.0
T00684,2023-01-08,01:15:00,Train,Route_20,Station_6,Station_47,01:32:00,02:25:00,16,15,44,62,Completed,1,0,6,2023-01-08 01:15:00,1,Sunday,0,1,53.0
T00640,2023-01-08,01:15:00,Tram,Route_6,Station_41,Station_28,01:20:00,02:11:00,19,7,14,13,Completed,1,0,6,2023-01-08 01:15:00,1,Sunday,0,1,51.0
T00662,2023-01-08,02:15:00,Train,Route_9,Station_26,Station_10,02:08:30,02:48:30,16,21,47,91,Completed,1,0,6,2023-01-08 02:15:00,2,Sunday,0,1,40.0
T00694,2023-01-08,02:30:00,Train,Route_8,Station_8,Station_45,02:55:30,04:07:30,1,12,48,34,Completed,1,0,6,2023-01-08 02:30:00,2,Sunday,0,1,72.0
T00699,2023-01-08,02:30:00,Bus,Route_2,Station_36,Station_21,02:49:00,03:33:00,18,20,33,16,Completed,1,0,6,2023-01-08 02:30:00,2,Sunday,0,1,44.0
T00650,2023-01-08,02:45:00,Tram,Route_10,Station_36,Station_48,02:56:45,04:13:45,5,17,17,37,Completed,1,0,6,2023-01-08 02:45:00,2,Sunday,0,1,77.0
T00627,2023-01-08,02:45:00,Bus,Route_6,Station_16,Station_48,02:18:45,04:08:45,13,16,16,78,Completed,1,0,6,2023-01-08 02:45:00,2,Sunday,0,1,110.0
T00626,2023-01-08,03:00:00,Tram,Route_3,Station_36,Station_4,03:01:45,04:38:45,9,25,35,76,Completed,1,0,6,2023-01-08 03:00:00,3,Sunday,0,1,97.0
T00698,2023-01-08,03:15:00,Train,Route_14,Station_3,Station_22,03:22:15,03:53:15,17,11,50,104,Completed,1,0,6,2023-01-08 03:15:00,3,Sunday,0,1,31.0
T00609,2023-01-08,03:30:00,Bus,Route_20,Station_25,Station_37,03:30:15,04:43:15,4,11,6,29,Completed,1,0,6,2023-01-08 03:30:00,3,Sunday,0,1,73.0
T00657,2023-01-08,04:00:00,Tram,Route_20,Station_23,Station_10,04:08:30,05:24:30,23,8,55,92,Completed,1,0,6,2023-01-08 04:00:00,4,Sunday,0,1,76.0
T00648,2023-01-08,04:15:00,Tram,Route_5,Station_7,Station_32,04:12:00,04:46:00,6,13,54,20,Completed,1,0,6,2023-01-08 04:15:00,4,Sunday,0,1,34.0
T00647,2023-01-08,04:30:00,Bus,Route_14,Station_42,Station_21,04:07:00,05:43:00,12,10,39,76,Completed,1,0,6,2023-01-08 04:30:00,4,Sunday,0,1,96.0
T00667,2023-01-08,04:30:00,Tram,Route_13,Station_45,Station_8,04:19:45,05:49:45,3,24,27,96,Completed,1,0,6,2023-01-08 04:30:00,4,Sunday,0,1,90.0
T00618,2023-01-08,05:15:00,Metro,Route_19,Station_47,Station_18,05:51:15,07:32:15,17,7,21,16,Completed,1,0,6,2023-01-08 05:15:00,5,Sunday,0,1,101.0
T00676,2023-01-08,05:30:00,Tram,Route_11,Station_35,Station_47,05:07:15,06:17:15,12,14,30,32,Completed,1,0,6,2023-01-08 05:30:00,5,Sunday,0,1,70.0
T00687,2023-01-08,05:45:00,Train,Route_12,Station_50,Station_11,05:58:30,07:40:30,10,13,12,70,Completed,1,0,6,2023-01-08 05:45:00,5,Sunday,0,1,102.0
T00691,2023-01-08,06:00:00,Metro,Route_8,Station_4,Station_42,06:22:00,07:10:00,12,26,33,80,Completed,1,1,6,2023-01-08 06:00:00,6,Sunday,0,1,48.0
T00695,2023-01-08,06:00:00,Tram,Route_4,Station_47,Station_41,06:33:00,08:04:00,9,3,30,43,Completed,1,1,6,2023-01-08 06:00:00,6,Sunday,0,0,91.0
T00689,2023-01-08,06:00:00,Bus,Route_15,Station_30,Station_32,06:54:45,08:33:45,14,15,14,28,Completed,1,1,6,2023-01-08 06:00:00,6,Sunday,0,1,99.0
T00607,2023-01-08,06:00:00,Tram,Route_16,Station_36,Station_19,06:46:30,08:00:30,18,3,30,67,Completed,1,1,6,2023-01-08 06:00:00,6,Sunday,0,0,74.0
T00668,2023-01-08,06:15:00,Bus,Route_11,Station_31,Station_40,06:46:15,08:44:15,13,12,38,18,Completed,1,1,6,2023-01-08 06:15:00,6,Sunday,0,1,118.0
T00652,2023-01-08,06:15:00,Metro,Route_11,Station_48,Station_36,06:26:00,08:17:00,9,26,55,57,Completed,1,1,6,2023-01-08 06:15:00,6,Sunday,0,1,111.0
T00636,2023-01-08,06:30:00,Train,Route_9,Station_32,Station_24,06:29:00,07:41:00,-3,24,45,91,Completed,1,1,6,2023-01-08 06:30:00,6,Sunday,0,1,72.0
T00690,2023-01-08,06:45:00,Train,Route_14,Station_29,Station_6,06:38:00,07:39:00,11,-1,11,50,Completed,0,1,6,2023-01-08 06:45:00,6,Sunday,1,0,61.0
T00641,2023-01-08,07:00:00,Tram,Route_4,Station_45,Station_31,07:44:15,09:01:15,16,15,8,57,Completed,1,1,6,2023-01-08 07:00:00,7,Sunday,0,1,77.0
T00604,2023-01-08,07:30:00,Tram,Route_1,Station_3,Station_47,07:24:45,09:12:45,14,13,57,54,Completed,1,1,6,2023-01-08 07:30:00,7,Sunday,0,1,108.0
T00613,2023-01-08,07:30:00,Metro,Route_19,Station_8,Station_6,07:43:45,09:31:45,-7,9,54,34,Completed,1,1,6,2023-01-08 07:30:00,7,Sunday,0,1,108.0
T00673,2023-01-08,08:45:00,Tram,Route_11,Station_18,Station_15,08:09:30,09:29:30,15,23,49,87,Completed,1,1,6,2023-01-08 08:45:00,8,Sunday,0,1,80.0
T00617,2023-01-08,08:45:00,Bus,Route_10,Station_12,Station_32,08:27:15,09:50:15,4,20,15,34,Completed,1,1,6,2023-01-08 08:45:00,8,Sunday,0,1,83.0
T00658,2023-01-08,09:00:00,Train,Route_4,Station_14,Station_47,09:04:30,10:35:30,11,15,33,28,Completed,1,1,6,2023-01-08 09:00:00,9,Sunday,0,1,91.0
T00656,2023-01-08,09:00:00,Bus,Route_6,Station_14,Station_21,09:01:30,10:41:30,17,3,40,48,Completed,1,1,6,2023-01-08 09:00:00,9,Sunday,0,0,100.0
T00692,2023-01-08,09:30:00,Tram,Route_12,Station_7,Station_27,09:11:15,11:07:15,1,2,29,88,Completed,1,1,6,2023-01-08 09:30:00,9,Sunday,0,0,116.0
T00639,2023-01-08,09:30:00,Metro,Route_12,Station_48,Station_36,09:33:00,10:35:00,20,14,25,89,Completed,1,1,6,2023-01-08 09:30:00,9,Sunday,0,1,62.0
T00602,2023-01-08,09:30:00,Train,Route_8,Station_43,Station_8,09:47:15,11:14:15,4,22,40,36,Completed,1,1,6,2023-01-08 09:30:00,9,Sunday,0,1,87.0
T00677,2023-01-08,09:45:00,Bus,Route_8,Station_50,Station_13,09:06:15,09:59:15,18,19,14,83,Completed,1,1,6,2023-01-08 09:45:00,9,Sunday,0,1,53.0
T00603,2023-01-08,10:00:00,Metro,Route_7,Station_41,Station_1,10:51:00,11:39:00,20,21,41,72,Completed,1,0,6,2023-01-08 10:00:00,10,Sunday,0,1,48.0
T00624,2023-01-08,10:30:00,Bus,Route_1,Station_42,Station_26,10:17:45,11:33:45,5,9,13,77,Completed,1,0,6,2023-01-08 10:30:00,10,Sunday,0,1,76.0
T00681,2023-01-08,10:45:00,Metro,Route_14,Station_26,Station_50,10:02:45,11:12:45,2,-1,28,28,Completed,0,0,6,2023-01-08 10:45:00,10,Sunday,1,0,70.0
T00671,2023-01-08,10:45:00,Tram,Route_17,Station_13,Station_33,10:29:00,11:04:00,17,-8,39,37,Completed,0,0,6,2023-01-08 10:45:00,10,Sunday,1,0,35.0
T00611,2023-01-08,11:00:00,Bus,Route_6,Station_19,Station_6,11:25:30,12:04:30,5,18,53,94,Completed,1,0,6,2023-01-08 11:00:00,11,Sunday,0,1,39.0
T00632,2023-01-08,11:15:00,Train,Route_11,Station_28,Station_26,11:15:15,13:07:15,-8,9,39,87,Completed,1,0,6,2023-01-08 11:15:00,11,Sunday,0,1,112.0
T00614,2023-01-08,11:30:00,Train,Route_4,Station_18,Station_32,11:11:30,12:31:30,-3,20,52,42,Completed,1,0,6,2023-01-08 11:30:00,11,Sunday,0,1,80.0
T00654,2023-01-08,11:30:00,Bus,Route_10,Station_27,Station_49,11:40:45,12:51:45,12,2,40,19,Completed,1,0,6,2023-01-08 11:30:00,11,Sunday,0,0,71.0
T00637,2023-01-08,12:00:00,Train,Route_17,Station_13,Station_17,12:52:45,13:23:45,7,7,22,92,Completed,1,0,6,2023-01-08 12:00:00,12,Sunday,0,1,31.0
T00655,2023-01-08,12:30:00,Bus,Route_20,Station_29,Station_26,12:00:00,13:06:00,15,18,53,39,Completed,1,0,6,2023-01-08 12:30:00,12,Sunday,0,1,66.0
T00663,2023-01-08,12:30:00,Tram,Route_7,Station_33,Station_28,12:49:15,13:36:15,1,15,43,31,Completed,1,0,6,2023-01-08 12:30:00,12,Sunday,0,1,47.0
T00670,2023-01-08,12:30:00,Bus,Route_19,Station_2,Station_19,12:55:45,13:54:45,14,0,36,12,Completed,0,0,6,2023-01-08 12:30:00,12,Sunday,1,0,59.0
T00660,2023-01-08,13:00:00,Metro,Route_1,Station_1,Station_41,13:49:45,14:25:45,18,20,28,91,Completed,1,0,6,2023-01-08 13:00:00,13,Sunday,0,1,36.0
T00625,2023-01-08,13:15:00,Metro,Route_15,Station_9,Station_47,13:15:30,15:14:30,-2,16,27,84,Completed,1,0,6,2023-01-08 13:15:00,13,Sunday,0,1,119.0
T00665,2023-01-08,13:30:00,Bus,Route_5,Station_21,Station_23,13:38:00,14:47:00,10,-2,36,57,Completed,0,0,6,2023-01-08 13:30:00,13,Sunday,1,0,69.0
T00685,2023-01-08,13:30:00,Train,Route_15,Station_12,Station_30,13:37:15,15:05:15,14,15,41,11,Completed,1,0,6,2023-01-08 13:30:00,13,Sunday,0,1,88.0
T00601,2023-01-08,13:30:00,Bus,Route_7,Station_49,Station_14,13:26:45,14:18:45,10,30,16,85,Completed,1,0,6,2023-01-08 13:30:00,13,Sunday,0,1,52.0
T00615,2023-01-08,13:45:00,Tram,Route_2,Station_23,Station_26,13:55:15,15:23:15,7,16,53,63,Completed,1,0,6,2023-01-08 13:45:00,13,Sunday,0,1,88.0
T00666,2023-01-08,14:00:00,Metro,Route_5,Station_44,Station_24,14:09:00,14:53:00,10,6,59,15,Completed,1,0,6,2023-01-08 14:00:00,14,Sunday,0,1,44.0
T00638,2023-01-08,14:15:00,Tram,Route_5,Station_30,Station_48,14:49:00,16:25:00,6,16,17,49,Completed,1,0,6,2023-01-08 14:15:00,14,Sunday,0,1,96.0
T00630,2023-01-08,14:30:00,Bus,Route_14,Station_17,Station_10,14:19:00,14:49:00,20,19,27,102,Completed,1,0,6,2023-01-08 14:30:00,14,Sunday,0,1,30.0
T00608,2023-01-08,14:45:00,Tram,Route_18,Station_12,Station_27,14:32:00,16:13:00,5,9,29,103,Completed,1,0,6,2023-01-08 14:45:00,14,Sunday,0,1,101.0
T00621,2023-01-08,15:00:00,Train,Route_13,Station_17,Station_24,15:23:30,16:37:30,15,9,39,11,Completed,1,0,6,2023-01-08 15:00:00,15,Sunday,0,1,74.0
T00620,2023-01-08,15:30:00,Bus,Route_11,Station_37,Station_4,15:25:00,17:23:00,15,21,45,82,Completed,1,0,6,2023-01-08 15:30:00,15,Sunday,0,1,118.0
T00679,2023-01-08,15:30:00,Metro,Route_7,Station_32,Station_31,15:08:15,16:02:15,7,28,34,11,Completed,1,0,6,2023-01-08 15:30:00,15,Sunday,0,1,54.0
T00649,2023-01-08,15:30:00,Tram,Route_10,Station_15,Station_39,15:45:00,16:16:00,15,4,21,102,Completed,1,0,6,2023-01-08 15:30:00,15,Sunday,0,0,31.0
T00651,2023-01-08,16:00:00,Tram,Route_9,Station_5,Station_14,16:33:00,17:15:00,14,10,53,106,Completed,1,1,6,2023-01-08 16:00:00,16,Sunday,0,1,42.0
T00645,2023-01-08,16:15:00,Train,Route_9,Station_17,Station_35,16:23:45,16:53:45,11,-2,24,83,Completed,0,1,6,2023-01-08 16:15:00,16,Sunday,1,0,30.0
T00674,2023-01-08,16:15:00,Train,Route_6,Station_37,Station_10,16:27:30,18:14:30,11,30,52,107,Completed,1,1,6,2023-01-08 16:15:00,16,Sunday,0,1,107.0
T00631,2023-01-08,17:00:00,Train,Route_3,Station_20,Station_1,17:49:45,18:56:45,8,25,29,64,Completed,1,1,6,2023-01-08 17:00:00,17,Sunday,0,1,67.0
T00629,2023-01-08,17:15:00,Train,Route_4,Station_28,Station_34,17:40:30,18:54:30,10,2,26,81,Completed,1,1,6,2023-01-08 17:15:00,17,Sunday,0,0,74.0
T00644,2023-01-08,17:45:00,Metro,Route_4,Station_12,Station_35,17:22:30,18:51:30,14,28,17,69,Completed,1,1,6,2023-01-08 17:45:00,17,Sunday,0,1,89.0
T00683,2023-01-08,17:45:00,Tram,Route_5,Station_19,Station_29,17:25:30,18:31:30,-1,4,23,106,Completed,1,1,6,2023-01-08 17:45:00,17,Sunday,0,0,66.0
T00700,2023-01-08,18:00:00,Metro,Route_5,Station_22,Station_44,18:30:45,19:04:45,5,18,53,15,Completed,1,1,6,2023-01-08 18:00:00,18,Sunday,0,1,34.0
T00661,2023-01-08,18:15:00,Bus,Route_2,Station_45,Station_15,18:09:00,20:05:00,2,20,40,28,Completed,1,1,6,2023-01-08 18:15:00,18,Sunday,0,1,116.0
T00678,2023-01-08,18:15:00,Metro,Route_6,Station_44,Station_2,18:22:00,20:20:00,20,20,16,105,Completed,1,1,6,2023-01-08 18:15:00,18,Sunday,0,1,118.0
T00612,2023-01-08,18:30:00,Metro,Route_5,Station_32,Station_48,18:12:15,19:12:15,5,16,45,36,Completed,1,1,6,2023-01-08 18:30:00,18,Sunday,0,1,60.0
T00605,2023-01-08,19:00:00,Metro,Route_3,Station_29,Station_1,19:12:30,20:06:30,15,10,23,10,Completed,1,1,6,2023-01-08 19:00:00,19,Sunday,0,1,54.0
T00682,2023-01-08,19:00:00,Tram,Route_20,Station_30,Station_3,19:56:15,21:32:15,10,17,16,42,Completed,1,1,6,2023-01-08 19:00:00,19,Sunday,0,1,96.0
T00693,2023-01-08,19:15:00,Train,Route_4,Station_24,Station_3,19:05:30,20:16:30,13,3,13,49,Completed,1,1,6,2023-01-08 19:15:00,19,Sunday,0,0,71.0
T00606,2023-01-08,19:15:00,Tram,Route_10,Station_16,Station_42,19:00:15,19:41:15,7,30,11,41,Completed,1,1,6,2023-01-08 19:15:00,19,Sunday,0,1,41.0
T00675,2023-01-08,20:15:00,Metro,Route_8,Station_20,Station_45,20:45:15,22:10:15,16,30,32,78,Completed,1,0,6,2023-01-08 20:15:00,20,Sunday,0,1,85.0
T00664,2023-01-08,20:15:00,Metro,Route_6,Station_5,Station_18,20:49:45,22:00:45,26,0,18,26,Completed,0,0,6,2023-01-08 20:15:00,20,Sunday,1,0,71.0
T00633,2023-01-08,20:15:00,Bus,Route_9,Station_42,Station_48,20:34:30,21:56:30,-2,10,35,17,Completed,1,0,6,2023-01-08 20:15:00,20,Sunday,0,1,82.0
T00623,2023-01-08,20:15:00,Metro,Route_13,Station_27,Station_41,20:39:45,21:18:45,3,29,56,66,Completed,1,0,6,2023-01-08 20:15:00,20,Sunday,0,1,39.0
T00643,2023-01-08,20:30:00,Train,Route_5,Station_2,Station_45,20:24:30,21:11:30,3,25,23,51,Completed,1,0,6,2023-01-08 20:30:00,20,Sunday,0,1,47.0
T00697,2023-01-08,20:45:00,Train,Route_17,Station_40,Station_15,20:45:30,21:39:30,9,4,51,107,Completed,1,0,6,2023-01-08 20:45:00,20,Sunday,0,0,54.0
T00634,2023-01-08,20:45:00,Train,Route_18,Station_45,Station_40,20:31:15,21:42:15,5,18,20,18,Completed,1,0,6,2023-01-08 20:45:00,20,Sunday,0,1,71.0
T00669,2023-01-08,21:00:00,Bus,Route_17,Station_4,Station_19,21:12:30,21:48:30,16,15,57,96,Completed,1,0,6,2023-01-08 21:00:00,21,Sunday,0,1,36.0
T00622,2023-01-08,21:15:00,Metro,Route_9,Station_23,Station_21,21:43:45,23:10:45,-9,12,9,44,Completed,1,0,6,2023-01-08 21:15:00,21,Sunday,0,1,87.0
T00642,2023-01-08,21:30:00,Tram,Route_12,Station_23,Station_42,21:09:00,21:55:00,16,-3,39,80,Completed,0,0,6,2023-01-08 21:30:00,21,Sunday,1,0,46.0
T00653,2023-01-08,21:45:00,Tram,Route_17,Station_12,Station_36,21:25:30,23:19:30,2,-1,16,88,Completed,0,0,6,2023-01-08 21:45:00,21,Sunday,1,0,114.0
T00688,2023-01-08,22:00:00,Train,Route_9,Station_20,Station_47,22:49:45,23:55:45,21,7,29,62,Completed,1,0,6,2023-01-08 22:00:00,22,Sunday,0,1,66.0
T00616,2023-01-08,22:00:00,Tram,Route_5,Station_25,Station_38,22:06:30,23:22:30,13,10,56,63,Completed,1,0,6,2023-01-08 22:00:00,22,Sunday,0,1,76.0
T00659,2023-01-08,22:00:00,Bus,Route_12,Station_47,Station_37,22:24:00,23:01:00,4,21,25,93,Completed,1,0,6,2023-01-08 22:00:00,22,Sunday,0,1,37.0
T00686,2023-01-08,22:15:00,Tram,Route_16,Station_8,Station_46,22:28:30,23:08:30,0,18,40,34,Completed,1,0,6,2023-01-08 22:15:00,22,Sunday,0,1,40.0
T00696,2023-01-08,22:30:00,Train,Route_1,Station_21,Station_17,22:33:30,23:19:30,0,10,57,76,Completed,1,0,6,2023-01-08 22:30:00,22,Sunday,0,1,46.0
T00619,2023-01-08,23:15:00,Train,Route_15,Station_12,Station_27,23:31:15,01:21:15,8,15,27,71,Completed,1,0,6,2023-01-08 23:15:00,23,Sunday,0,1,110.0
T00672,2023-01-08,23:15:00,Tram,Route_10,Station_44,Station_23,23:22:30,00:22:30,3,3,20,64,Completed,1,0,6,2023-01-08 23:15:00,23,Sunday,0,0,60.0
T00770,2023-01-09,00:00:00,Train,Route_13,Station_34,Station_3,00:18:45,01:22:45,2,16,43,55,Completed,1,0,0,2023-01-09 00:00:00,0,Monday,0,1,64.0
T00702,2023-01-09,00:15:00,Bus,Route_10,Station_5,Station_10,00:17:00,01:30:00,8,18,49,33,Completed,1,0,0,2023-01-09 00:15:00,0,Monday,0,1,73.0
T00705,2023-01-09,00:45:00,Metro,Route_5,Station_22,Station_31,00:46:30,01:57:30,-2,4,57,107,Completed,1,0,0,2023-01-09 00:45:00,0,Monday,0,0,71.0
T00768,2023-01-09,00:45:00,Metro,Route_8,Station_23,Station_19,00:15:00,00:47:00,17,10,46,55,Completed,1,0,0,2023-01-09 00:45:00,0,Monday,0,1,32.0
T00721,2023-01-09,01:00:00,Bus,Route_19,Station_19,Station_2,01:15:45,03:14:45,6,12,43,31,Completed,1,0,0,2023-01-09 01:00:00,1,Monday,0,1,119.0
T00750,2023-01-09,01:30:00,Tram,Route_7,Station_8,Station_14,01:51:45,03:47:45,0,28,18,20,Completed,1,0,0,2023-01-09 01:30:00,1,Monday,0,1,116.0
T00751,2023-01-09,02:00:00,Metro,Route_3,Station_42,Station_2,02:30:00,03:31:00,5,18,35,57,Completed,1,0,0,2023-01-09 02:00:00,2,Monday,0,1,61.0
T00728,2023-01-09,02:15:00,Train,Route_16,Station_44,Station_41,02:34:30,04:22:30,8,18,9,17,Completed,1,0,0,2023-01-09 02:15:00,2,Monday,0,1,108.0
T00731,2023-01-09,02:15:00,Tram,Route_18,Station_17,Station_9,02:39:30,03:44:30,0,2,39,48,Cancelled,1,0,0,2023-01-09 02:15:00,2,Monday,0,0,65.0
T00756,2023-01-09,02:30:00,Train,Route_3,Station_45,Station_9,02:13:15,04:04:15,12,-5,27,44,Completed,0,0,0,2023-01-09 02:30:00,2,Monday,1,0,111.0
T00747,2023-01-09,02:30:00,Bus,Route_16,Station_30,Station_49,02:49:30,04:41:30,8,15,33,58,Completed,1,0,0,2023-01-09 02:30:00,2,Monday,0,1,112.0
T00758,2023-01-09,03:00:00,Bus,Route_11,Station_33,Station_15,03:29:15,04:34:15,11,9,47,55,Completed,1,0,0,2023-01-09 03:00:00,3,Monday,0,1,65.0
T00743,2023-01-09,03:15:00,Train,Route_5,Station_40,Station_42,03:06:45,04:09:45,9,11,15,47,Completed,1,0,0,2023-01-09 03:15:00,3,Monday,0,1,63.0
T00737,2023-01-09,03:30:00,Train,Route_20,Station_50,Station_44,03:47:15,05:43:15,16,10,22,17,Completed,1,0,0,2023-01-09 03:30:00,3,Monday,0,1,116.0
T00733,2023-01-09,04:15:00,Train,Route_14,Station_50,Station_25,04:15:45,06:06:45,5,19,51,63,Completed,1,0,0,2023-01-09 04:15:00,4,Monday,0,1,111.0
T00706,2023-01-09,04:15:00,Tram,Route_20,Station_25,Station_46,04:55:00,05:25:00,19,20,16,46,Completed,1,0,0,2023-01-09 04:15:00,4,Monday,0,1,30.0
T00799,2023-01-09,04:45:00,Bus,Route_17,Station_46,Station_20,04:01:00,04:59:00,23,7,13,100,Completed,1,0,0,2023-01-09 04:45:00,4,Monday,0,1,58.0
T00757,2023-01-09,05:00:00,Metro,Route_3,Station_40,Station_6,05:40:30,06:54:30,4,-3,14,101,Completed,0,0,0,2023-01-09 05:00:00,5,Monday,1,0,74.0
T00732,2023-01-09,05:15:00,Train,Route_10,Station_12,Station_17,05:50:15,07:22:15,23,12,48,49,Completed,1,0,0,2023-01-09 05:15:00,5,Monday,0,1,92.0
T00765,2023-01-09,05:15:00,Metro,Route_16,Station_27,Station_34,05:31:15,07:16:15,7,2,21,43,Completed,1,0,0,2023-01-09 05:15:00,5,Monday,0,0,105.0
T00738,2023-01-09,05:30:00,Tram,Route_15,Station_5,Station_1,05:26:00,07:03:00,9,16,42,105,Completed,1,0,0,2023-01-09 05:30:00,5,Monday,0,1,97.0
T00714,2023-01-09,05:30:00,Bus,Route_1,Station_37,Station_9,05:32:00,06:53:00,12,30,11,88,Completed,1,0,0,2023-01-09 05:30:00,5,Monday,0,1,81.0
T00782,2023-01-09,05:30:00,Tram,Route_15,Station_26,Station_32,05:49:15,07:17:15,11,3,50,26,Completed,1,0,0,2023-01-09 05:30:00,5,Monday,0,0,88.0
